"topicId","topic","taxonomyId level 1","taxonomy level 1","taxonomyId level 2","taxonomy level 2","taxonomyId level 3","taxonomy level 3","taxonomyId level 4","taxonomy level 4","taxonomyId level 5","taxonomy level 5"
"topic.298","Zakon o začasni ureditvi obračunavanja in plačevanja določenih prispevkov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.3","Prispevki"
"topic.299","Zakon o pogojih, pod katerimi se kmetom zmanjšani ali odpisani prispevki štejejo za plačane","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.3","Prispevki"
"topic.300","Zakon o dajatvah pri nakupu živine, mesa, mesnih izdelkov, mleka in mlečnih izdelkov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.4","Takse in druge dajatve"
"topic.301","Zakon o sodnih taksah","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.4","Takse in druge dajatve"
"topic.302","Zakon o komunalnih taksah","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.4","Takse in druge dajatve"
"topic.303","Zakon o upravnih taksah","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.4","Takse in druge dajatve"
"topic.304","Zakon o spremembah in dopolnitvah zakona o zagotavljanju sredstev za skupne družbene potrebe v letu 1990 in o poračunu določenih obveznosti iz dohodka za skupne in splošne družbene potrebe za leto 1989","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.1","Financiranje države in lokalnih skupnosti (proračuni)"
"topic.305","Zakon o proračunu Republike Slovenije za leto 1990","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.1","Financiranje države in lokalnih skupnosti (proračuni)"
"topic.306","Zakon o financiranju javne porabe","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.1","Financiranje države in lokalnih skupnosti (proračuni)"
"topic.307","Odlok o razporeditvi določenih  prihodkov med republiko in občino v letu 1991","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.1","Financiranje države in lokalnih skupnosti (proračuni)"
"topic.308","Odlok o razporeditvi določenih prihodkov med republiko in občino","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.1","Financiranje države in lokalnih skupnosti (proračuni)"
"topic.309","Zakon o začasnem financiranju potreb iz republiškega proračuna v prvem trimesečju leta 1991","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.1","Financiranje države in lokalnih skupnosti (proračuni)"
"topic.310","Zakon o začasnem financiranju potreb iz republiškega proračuna v prvem trimesečju leta 1992","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.1","Financiranje države in lokalnih skupnosti (proračuni)"
"topic.311","Zakon o spremembah in dopolnitvah zakona o zagotavljanju sredstev za skupne družbene potrebe v letu 1990 in o proračunu določenih obveznosti iz dohodka za skupne in splošne družbene potrebe za leto 1989","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.1","Financiranje države in lokalnih skupnosti (proračuni)"
"topic.312","Zakon o proračunu Republike Slovenije za leto 1991","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.1","Financiranje države in lokalnih skupnosti (proračuni)"
"topic.313","Zakon o zaključnem računu o izvršitvi proračuna Republike Slovenije za leto 1990","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.1","Financiranje države in lokalnih skupnosti (proračuni)"
"topic.314","Zakon o proračunu Republike Slovenije za leto 1992","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.1","Financiranje države in lokalnih skupnosti (proračuni)"
"topic.315","Zakon o zaključenem računu in o izvršitvi proračuna Republike Slovenije za leto 1991","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.1","Financiranje države in lokalnih skupnosti (proračuni)"
"topic.316","Zakon o regresiranju dela obresti za kredite, ki se uporabljajo za določene namene v kmetijstvu","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.3","Posamezni proračunski odhodki (poroštva, pomoči, krediti ..."
"topic.317","Zakon o finančnih intervencijah v kmetijstvo, proizvodnjo in ponudbo hrane","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.3","Posamezni proračunski odhodki (poroštva, pomoči, krediti ..."
"topic.318","Zakon o spodbujanju razvoja demografsko ogroženih območij v Republiki Sloveniji","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.3","Posamezni proračunski odhodki (poroštva, pomoči, krediti ..."
"topic.319","Zakon o jamstvu Republike Slovenije za finančno posojilo za gradnjo odsekov avtomobilskih cest Malence - Šmarje Sap in Hrušica - Vrba","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.3","Posamezni proračunski odhodki (poroštva, pomoči, krediti ..."
"topic.320","Zakon o najetju tujega kredita za nakup opreme za potrebe Republiške uprave za zračno plovbo","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.3","Posamezni proračunski odhodki (poroštva, pomoči, krediti ..."
"topic.321","Zakon o nadomestilu izpada prihodov izvoznikom","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.3","Posamezni proračunski odhodki (poroštva, pomoči, krediti ..."
"topic.322","Zakon o jamstvu Republike Slovenije za obveznosti podjetja Petrol - Zemeljski plin, d.o.o. Ljubljana za plačilo stroškov prenosa zemeljskega plina","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.3","Posamezni proračunski odhodki (poroštva, pomoči, krediti ..."
"topic.323","Zakon o intervencijah v gospodarstvu","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.3","Posamezni proračunski odhodki (poroštva, pomoči, krediti ..."
"topic.324","Zakon o jamstvu Republike Slovenije Ljubljanski banki, d. d. za njene obveznosti pri najemanju kreditov za ekološke in energetske projekte","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.3","Posamezni proračunski odhodki (poroštva, pomoči, krediti ..."
"topic.325","Zakon o jamstvu Republike Slovenije za obveznice izdane zaradi sanacije bank in hranilnic","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.3","Posamezni proračunski odhodki (poroštva, pomoči, krediti ..."
"topic.326","Garancija države Republike Slovenije na dinarske in devizne hranilne vloge občanov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.3","Posamezni proračunski odhodki (poroštva, pomoči, krediti ..."
"topic.327","Zakona o odkupu terjatev do Iraka in Zvezne direkcije za promet in rezerve izdelkov posebnega pomena","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.3","Posamezni proračunski odhodki (poroštva, pomoči, krediti ..."
"topic.328","Odlok o višini regresa za umetna gnojila sredstev za varstvo rastlin in kakovostno sortno seme za leto 1990","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.3","Posamezni proračunski odhodki (poroštva, pomoči, krediti ..."
"topic.329","Sanacija Slovenskih železarn","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.2","Javni odhodki","taxonomy.3.7.2.3","Posamezni proračunski odhodki (poroštva, pomoči, krediti ..."
"topic.330","Poročilo o delu Službe družbenega knjigovodstva v Republiki Sloveniji za leto 1991 in letni obračun Službe družbenega knjigovodstva v Republiki Sloveniji za leto 1991","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.3","Premoženje države in samoupravnih lokalnih skupnosti","",""
"topic.331","Predlog zakona o varovanju družbenega premoženja bivših družbenopolitičnih organizacij","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.3","Premoženje države in samoupravnih lokalnih skupnosti","",""
"topic.332","Zakon o gospodarskih javnih službah","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.1","Gospodarske javne službe","",""
"topic.333","Zakon o pokopališčih in pogrebni dejavnosti ter o urejanju pokopališč","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.1","Gospodarske javne službe","",""
"topic.334","Zakon o neodvisnih proizvajalcih električne energije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.2","Energetika","",""
"topic.335","Problematika gradnje hidroelektrarne Golica Koralpe","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.2","Energetika","",""
"topic.336","Zakon o prenehanju izkoriščanja uranove rude in preprečevanju posledic rudarjenja v Rudniku urana Žirovski vrh","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.3","Rudarstvo","",""
"topic.337","Zakon o temeljih geološke dejavnosti, pomembne za vso državo","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.3","Rudarstvo","",""
"topic.338","Opozorilna stavka rudarjev","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.3","Rudarstvo","",""
"topic.339","Soglasje za izdajo dovoljenja za gradnjo Kapelice na Kredarici","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.4","Gradbeništvo","",""
"topic.340","Problematika graditve in financiranja cestne in železniške infrastrukture","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.5","Promet","",""
"topic.341","Zakon o varnosti cestnega prometa","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.5","Promet","taxonomy.3.8.5.1","Ceste"
"topic.342","Program in terminski plan uresničitve mreže cestne infrastrukture v Republiki Sloveniji","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.5","Promet","taxonomy.3.8.5.1","Ceste"
"topic.343","Zakon o modernizaciji ceste: državna meja pri Šentilju - Maribor - Celje - Ljubljana - Postojna - državna meja pri Novi Gorici","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.5","Promet","taxonomy.3.8.5.1","Ceste"
"topic.344","Zakon o temeljih varnosti železniškega prometa","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.5","Promet","taxonomy.3.8.5.2","Železnice in žičnice"
"topic.345","Zakon o varnosti na žičnicah in vlečnicah","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.5","Promet","taxonomy.3.8.5.2","Železnice in žičnice"
"topic.346","Odprtje slovenskega zračnega prostora in slovenskih letališč","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.5","Promet","taxonomy.3.8.5.3","Letalstvo"
"topic.347","Izjava o pomorski usmeritvi Republike Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.5","Promet","taxonomy.3.8.5.4","Pomorstvo in plovba po celinskih vodah"
"topic.348","Zakon o pomorski in notranji plovbi","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.5","Promet","taxonomy.3.8.5.4","Pomorstvo in plovba po celinskih vodah"
"topic.349","Zakon o skladu kmetijskih zemljišč in gozdov Republike Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.7","Kmetijstvo","",""
"topic.350","Zakon o kmetijskih zemljiščih","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.7","Kmetijstvo","",""
"topic.351","Problematika odkupa kmetijskih pridelkov v Republiki Sloveniji","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.7","Kmetijstvo","",""
"topic.352","Analiza stanja na področju živinoreje v Republiki Sloveniji","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.7","Kmetijstvo","",""
"topic.353","Zakon o veterinarski dejavnosti","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.7","Kmetijstvo","taxonomy.3.8.7.1","Veterinarstvo"
"topic.354","Zakon o gozdovih","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.7","Kmetijstvo","taxonomy.3.8.7.2","Gozdarstvo in lovstvo"
"topic.355","Zakon o trgovini","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.8","Trgovina","",""
"topic.356","Problematika slovenskega izvoznega gospodarstva","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.8","Trgovina","",""
"topic.357","Zakon o gostinski dejavnosti","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.9","Gostinstvo in turizem","",""
"topic.358","Zakon o turistični taksi","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.9","Gostinstvo in turizem","",""
"topic.359","Ocena stanja v turističnem gospodarstvu","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.9","Gostinstvo in turizem","",""
"topic.360","Obrtni zakon","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.10","Obrt","",""
"topic.361","Zakon o razvoju malega gospodarstva","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.10","Obrt","",""
"topic.362","Zakon o pospeševanju razvoja malih in srednjih podjetij ter zasebnikov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.10","Obrt","",""
"topic.363","Sklepi in stališča o obrti v Sloveniji","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.10","Obrt","",""
"topic.364","Akcijski program kratkoročnih in dolgoročnih ukrepov za razvoj obrti in proizvodno usmerjenega podjetništva","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.10","Obrt","",""
"topic.365","Zakon o igrah na srečo","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.8","Gospodarske dejavnosti","taxonomy.3.8.11","Druge dejavnosti","",""
"topic.366","Zakon o zavodih","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","","","",""
"topic.367","Zakon o organizaciji in financiranju vzgoje in izobraževanja","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.1","Vzgoja, izobraževanje in šport","taxonomy.3.9.1.1","Splošno o vzgoji in izobraževanju"
"topic.368","Problematika zaključnih izpitov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.1","Vzgoja, izobraževanje in šport","taxonomy.3.9.1.1","Splošno o vzgoji in izobraževanju"
"topic.369","Zakon o ustanovitvi Višje šole za hotelirstvo in turizem v Izoli","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.1","Vzgoja, izobraževanje in šport","taxonomy.3.9.1.1","Splošno o vzgoji in izobraževanju"
"topic.370","Zakon o ustanovitvi Visoke pravne šole v Mariboru","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.1","Vzgoja, izobraževanje in šport","taxonomy.3.9.1.1","Splošno o vzgoji in izobraževanju"
"topic.371","Zakon o ustanovitvi Visoke pomorske in prometne šole v Piranu","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.1","Vzgoja, izobraževanje in šport","taxonomy.3.9.1.1","Splošno o vzgoji in izobraževanju"
"topic.372","Zakon o ustanovitvi Visoke kmetijske šole v Mariboru","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.1","Vzgoja, izobraževanje in šport","taxonomy.3.9.1.1","Splošno o vzgoji in izobraževanju"
"topic.373","Zakon o ustanovitvi Visoke šole za socialne delavce v Ljubljani","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.1","Vzgoja, izobraževanje in šport","taxonomy.3.9.1.1","Splošno o vzgoji in izobraževanju"
"topic.374","Soglasje k spremembi in dopolnitvi statuta Univerze v Mariboru","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.1","Vzgoja, izobraževanje in šport","taxonomy.3.9.1.1","Splošno o vzgoji in izobraževanju"
"topic.375","Zakon o strokovnih naslovih","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.1","Vzgoja, izobraževanje in šport","taxonomy.3.9.1.1","Splošno o vzgoji in izobraževanju"
"topic.376","Zakon o Bloudkovih priznanjih","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.1","Vzgoja, izobraževanje in šport","taxonomy.3.9.1.2","Šport"
"topic.377","Resolucija o športu","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.1","Vzgoja, izobraževanje in šport","taxonomy.3.9.1.2","Šport"
"topic.378","Zakon o mladinskih svetih","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.2","Mladina","",""
"topic.379","Zakon o raziskovalni dejavnosti","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.3","Raziskovalna in razvojna dejavnost","",""
"topic.380","Znanstveno-raziskovalna in tehnološka razvojna politika Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.3","Raziskovalna in razvojna dejavnost","",""
"topic.381","Resolucija o kulturi in izhodišča za kulturni razvoj Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.4","Kultura","",""
"topic.382","Položaj slovenske kulture","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.4","Kultura","",""
"topic.383","Kulturni razvoj Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.4","Kultura","",""
"topic.384","Obdavčenje kulturnih del","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.4","Kultura","",""
"topic.385","Obdavčenje dohodka samostojnih kulturnih delavcev","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.9","Negospodarske dejavnosti","taxonomy.3.9.4","Kultura","",""
